,loss,val_loss
0,0.02938033826649189,0.0026830541901290417
1,0.012362771667540073,0.0017800482455641031
2,0.01006558071821928,0.004441439639776945
3,0.008280842565000057,0.006220776587724686
4,0.007552569266408682,0.0064764139242470264
5,0.006616467610001564,0.0017752612475305796
6,0.005939375143498182,0.0020597451366484165
7,0.005411041434854269,0.003119851928204298
8,0.005120609886944294,0.0024397606030106544
9,0.004575938452035189,0.0015925440238788724
10,0.004424494691193104,0.0013439541216939688
11,0.00425697723403573,0.0007741471636109054
12,0.0038393104914575815,0.002388315973803401
13,0.0037475358694791794,0.0027950252406299114
14,0.0035157562233507633,0.0009230700670741498
15,0.0034794642124325037,0.002101268619298935
16,0.003112770849838853,0.001111684599891305
17,0.0031949239782989025,0.0005478569655679166
18,0.0029809230472892523,0.000840435444843024
19,0.002812451682984829,0.0007979116053320467
20,0.0029043133836239576,0.0005715090082958341
21,0.0027394236531108618,0.0005864654667675495
22,0.0026625266764312983,0.0008554502273909748
23,0.00265446281991899,0.0005438326043076813
24,0.002437036018818617,0.0009956943104043603
25,0.0024756481871008873,0.0007961016381159425
26,0.002312273485586047,0.0005449309246614575
27,0.0023282223846763372,0.00034191334270872176
28,0.0023341509513556957,0.000337395875249058
29,0.002239879919216037,0.0005809839349240065
30,0.002230219077318907,0.0008885334245860577
31,0.002145596779882908,0.0006862824084237218
32,0.002113380702212453,0.0004206890589557588
33,0.0020418628118932247,0.00041803435306064785
34,0.001960458466783166,0.00048649453674443066
35,0.0019334136741235852,0.0005009308806620538
36,0.0019394471310079098,0.00035026311525143683
37,0.0018591175321489573,0.0008476737421005964
38,0.0018915805267170072,0.0007779159932397306
39,0.001804723171517253,0.0007094253087416291
40,0.0018369229510426521,0.0005510186310857534
41,0.001780195627361536,0.0007822148618288338
42,0.001785935484804213,0.0006909267976880074
43,0.0017709273379296064,0.0009734670165926218
44,0.0017245823983103037,0.0013600288657471538
45,0.0016865573124960065,0.0005498038372024894
46,0.0016257272800430655,0.0008079978870227933
47,0.0016092153964564204,0.0004117462085559964
48,0.0017505490686744452,0.0005533958319574594
49,0.0015477989800274372,0.000298624683637172
50,0.0015067466301843524,0.0006600472843274474
51,0.0014975792728364468,0.000566536677069962
52,0.0015445949975401163,0.0009470760123804212
53,0.0014864421682432294,0.0002470951003488153
54,0.0015001733554527164,0.0004706322215497494
55,0.0014926381409168243,0.0003381289425306022
56,0.0014339468907564878,0.0005128244520165026
57,0.0015609008260071278,0.0004954247851856053
58,0.0015138225862756371,0.0002745920792222023
59,0.00144391437061131,0.0003596666210796684
60,0.0014309821417555213,0.00028533703880384564
61,0.0014074115315452218,0.0003005055186804384
62,0.0012756686192005873,0.0003149161930195987
63,0.0013124254764989018,0.0005294479196891189
64,0.0013178407680243254,0.000439951429143548
65,0.0013183249393478036,0.0006942384061403573
66,0.0012430150527507067,0.0002789868740364909
67,0.0013094437308609486,0.0004991640453226864
68,0.0012503837933763862,0.0005470805335789919
69,0.0013492541620507836,0.00032875980832614005
70,0.0012752561597153544,0.0005471177282743156
71,0.001196926343254745,0.0005181122687645257
72,0.0011415273183956742,0.00028842719621025026
73,0.001205291016958654,0.0007953998865559697
74,0.0011989823542535305,0.0004984398256056011
75,0.0011838324135169387,0.0005921957781538367
76,0.0012023273156955838,0.00033282325603067875
77,0.0012261366937309504,0.0009288190049119294
78,0.001190953073091805,0.0007886336534284055
79,0.00113023747690022,0.000522201182320714
80,0.001172492979094386,0.0004626131267286837
81,0.0011619525030255318,0.00047791938413865864
82,0.0011196730192750692,0.0011730653932318091
83,0.0011641430901363492,0.0007245391025207937
84,0.0011226225178688765,0.000400746037485078
85,0.0010897662723436952,0.0002700425102375448
86,0.00112259725574404,0.0002809582802001387
87,0.0011194091057404876,0.0002550676872488111
88,0.0011312543647363782,0.0006291978061199188
89,0.001067735836841166,0.0008809035061858594
90,0.0010568578727543354,0.0007329215877689421
91,0.0011634764960035682,0.00021898980776313692
92,0.001080215210095048,0.0007295265095308423
93,0.0011394185712561011,0.00033374803024344146
94,0.0011052134213969111,0.00024437610409222543
95,0.0011169638019055128,0.00030929117929190397
96,0.001023610937409103,0.0002736739697866142
97,0.001017121598124504,0.0006156549789011478
98,0.001082447823137045,0.0002571475342847407
99,0.0011103471042588353,0.00020659074652940035
100,0.0011045425198972225,0.00025732131325639784
101,0.0009873486123979092,0.0005467557930387557
102,0.0010643972782418132,0.0004958180361427367
103,0.0010434903670102358,0.000423164339736104
104,0.0011003747349604964,0.0010321148438379169
105,0.0011446771677583456,0.00039085192838683724
106,0.0010870713740587234,0.00023841287475079298
107,0.0010384130291640759,0.00037616118788719177
108,0.0010564563563093543,0.00039729918353259563
109,0.0010429136455059052,0.0004873010911978781
110,0.0009499578736722469,0.0002949088520836085
111,0.0010066411923617125,0.00027348066214472055
112,0.0009847531327977777,0.00044034348684363067
113,0.0010442204074934125,0.00027380790561437607
114,0.0009830272756516933,0.0008606705814599991
115,0.0010141514940187335,0.0007197049562819302
116,0.0010330305667594075,0.0006413175724446774
117,0.0010182569967582822,0.00037346166209317744
118,0.0011367317056283355,0.0002192592655774206
119,0.0009930864907801151,0.00048562398296780884
120,0.0009921358432620764,0.00031735311495140195
